Index,Date,Open,High,Low,Close
Anti Poverty Index,2020-04-30,0.15669680000000002,0.1639534,0.14540330000000004,0.14920529999999999
Anti Poverty Index,2020-04-29,0.1414036,0.1581322,0.13901000000000002,0.1567596
Anti Poverty Index,2020-04-28,0.14030549999999997,0.1436689,0.13616530000000002,0.1411185
Anti Poverty Index,2020-04-27,0.13985350000000005,0.1478877,0.1364241,0.14029320000000003
Anti Poverty Index,2020-04-26,0.13629030000000003,0.1421014,0.13429199999999997,0.13954940000000002
Anti Poverty Index,2020-04-25,0.1351515,0.1400906,0.1322268,0.1361687
Anti Poverty Index,2020-04-24,0.1288923,0.13803439999999997,0.1279662,0.1351666
Anti Poverty Index,2020-04-23,0.12585210000000002,0.13540800000000003,0.12276750000000002,0.1290581
Anti Poverty Index,2020-04-22,0.1240251,0.1306764,0.11980710000000001,0.12607580000000002
Anti Poverty Index,2020-04-21,0.1221015,0.1299884,0.11917300000000002,0.1239933
Anti Poverty Index,2020-04-20,0.12846549999999998,0.13442289999999998,0.1188525,0.12198690000000001
Anti Poverty Index,2020-04-19,0.1275814,0.13865119999999997,0.12227590000000002,0.1284045
Anti Poverty Index,2020-04-18,0.12241030000000001,0.1286533,0.12130500000000001,0.1272726
Anti Poverty Index,2020-04-17,0.12165440000000001,0.124902,0.11988220000000001,0.1222456
Anti Poverty Index,2020-04-16,0.11418740000000002,0.12281360000000001,0.11072309999999999,0.1215259
Anti Poverty Index,2020-04-15,0.11951350000000002,0.12266480000000002,0.11252460000000002,0.11411490000000003
Anti Poverty Index,2020-04-14,0.1202607,0.1252331,0.1160721,0.11969920000000002
Anti Poverty Index,2020-04-13,0.1221321,0.12485330000000001,0.1139935,0.1200886
Anti Poverty Index,2020-04-12,0.1172422,0.1280253,0.11562839999999999,0.12214350000000002
Anti Poverty Index,2020-04-11,0.11747640000000001,0.12149909999999998,0.1146858,0.1176044
Anti Poverty Index,2020-04-10,0.1277142,0.13035370000000002,0.1122187,0.1174547
Anti Poverty Index,2020-04-09,0.1286526,0.13460139999999998,0.12426580000000001,0.12757000000000002
Anti Poverty Index,2020-04-08,0.12534160000000003,0.1338361,0.12296390000000001,0.12873900000000005
Anti Poverty Index,2020-04-07,0.1242774,0.1345981,0.12208150000000001,0.1253497
Anti Poverty Index,2020-04-06,0.11428500000000003,0.1267795,0.11359640000000001,0.12427640000000001
Anti Poverty Index,2020-04-05,0.115646,0.1190462,0.11200059999999999,0.114282
Anti Poverty Index,2020-04-04,0.1130052,0.1182805,0.111477,0.1156516
Anti Poverty Index,2020-04-03,0.1167952,0.120829,0.11073510000000002,0.11361539999999999
Anti Poverty Index,2020-04-02,0.11260800000000001,0.12196420000000001,0.11002410000000001,0.11723750000000001
Anti Poverty Index,2020-04-01,0.11089170000000001,0.1138588,0.10638970000000002,0.11280930000000003
Anti Poverty Index,2020-03-31,0.10957890000000002,0.1128321,0.10796830000000002,0.1108908
Anti Poverty Index,2020-03-30,0.10101159999999999,0.1120411,0.10032920000000001,0.1099673
Anti Poverty Index,2020-03-29,0.107931,0.10977459999999999,0.10005450000000002,0.10113889999999999
Anti Poverty Index,2020-03-28,0.10992970000000002,0.11239350000000001,0.10267940000000002,0.1078368
Anti Poverty Index,2020-03-27,0.112656,0.1187528,0.1084957,0.10949720000000003
Anti Poverty Index,2020-03-26,0.10986820000000001,0.1155519,0.107311,0.11259870000000002
Anti Poverty Index,2020-03-25,0.11036679999999999,0.11370130000000002,0.1058227,0.10985820000000002
Anti Poverty Index,2020-03-24,0.10680520000000002,0.11251860000000001,0.10394290000000003,0.11073970000000001
Anti Poverty Index,2020-03-23,0.09931150000000001,0.10831660000000001,0.09775620000000002,0.10697559999999999
Anti Poverty Index,2020-03-22,0.110976,0.1152305,0.0988706,0.0991587
Anti Poverty Index,2020-03-21,0.1085182,0.1165424,0.10282450000000001,0.1111872
Anti Poverty Index,2020-03-20,0.1125379,0.12420070000000001,0.100966,0.10863790000000001
Anti Poverty Index,2020-03-19,0.0941274,0.11541980000000002,0.09388810000000003,0.112357
Anti Poverty Index,2020-03-18,0.09394660000000002,0.1008547,0.08934470000000001,0.09425400000000002
Anti Poverty Index,2020-03-17,0.089576,0.09884160000000002,0.08862700000000001,0.094454
Anti Poverty Index,2020-03-16,0.1026993,0.1037247,0.08206590000000001,0.0896083
Anti Poverty Index,2020-03-15,0.0985845,0.1113932,0.0969749,0.1027508
Anti Poverty Index,2020-03-14,0.10494939999999998,0.1088226,0.0969992,0.09851320000000002
Anti Poverty Index,2020-03-13,0.09028850000000001,0.11407510000000001,0.0711385,0.104914
Anti Poverty Index,2020-03-12,0.16686870000000004,0.1719549,0.089785,0.09046010000000002
Anti Poverty Index,2020-03-11,0.17195660000000001,0.17544699999999996,0.15910409999999997,0.1667235
Anti Poverty Index,2020-03-10,0.16848200000000002,0.17706490000000003,0.166273,0.17130920000000005
Anti Poverty Index,2020-03-09,0.16883109999999998,0.17563030000000002,0.15802070000000001,0.16822830000000003
Anti Poverty Index,2020-03-08,0.19448300000000002,0.1961353,0.16714930000000003,0.16890850000000002
Anti Poverty Index,2020-03-07,0.20308030000000002,0.20798480000000003,0.19227160000000001,0.19503820000000002
Anti Poverty Index,2020-03-06,0.2004607,0.2060812,0.1969154,0.20246400000000003
Anti Poverty Index,2020-03-05,0.1940566,0.20857470000000003,0.1934781,0.2004336
Anti Poverty Index,2020-03-04,0.19285940000000007,0.19728820000000002,0.1892633,0.19387430000000005
Anti Poverty Index,2020-03-03,0.19292759999999998,0.1968262,0.18684860000000003,0.1929268
Anti Poverty Index,2020-03-02,0.18231340000000001,0.19688560000000002,0.1798989,0.19283240000000001
Anti Poverty Index,2020-03-01,0.1825245,0.190073,0.1760338,0.18218399999999998
Anti Poverty Index,2020-02-29,0.1861743,0.1918903,0.181117,0.1826023
Anti Poverty Index,2020-02-28,0.1908273,0.1983778,0.17653600000000003,0.18631430000000002
Anti Poverty Index,2020-02-27,0.1842049,0.20357500000000003,0.1748726,0.19085440000000004
Anti Poverty Index,2020-02-26,0.21263430000000005,0.2156963,0.17793270000000003,0.1846858
Anti Poverty Index,2020-02-25,0.2298996,0.2334143,0.2092332,0.21279330000000002
Anti Poverty Index,2020-02-24,0.2382898,0.2426048,0.2223341,0.2299126
Anti Poverty Index,2020-02-23,0.23202010000000006,0.2406732,0.22938940000000002,0.2384418
Anti Poverty Index,2020-02-22,0.2337616,0.23650740000000003,0.2242068,0.23201220000000006
Anti Poverty Index,2020-02-21,0.22752370000000002,0.24036630000000003,0.2249122,0.23372
Anti Poverty Index,2020-02-20,0.2326222,0.23873909999999998,0.21841900000000003,0.2284689
Anti Poverty Index,2020-02-19,0.2531431,0.2571181,0.22968360000000002,0.2328564
Anti Poverty Index,2020-02-18,0.2445309,0.257754,0.23571660000000003,0.2528998
Anti Poverty Index,2020-02-17,0.24927230000000003,0.2503555,0.22464699999999999,0.2446662
Anti Poverty Index,2020-02-16,0.265072,0.27779780000000004,0.22971640000000002,0.24920340000000002
Anti Poverty Index,2020-02-15,0.28293270000000004,0.29472539999999997,0.2567584,0.2651194
Anti Poverty Index,2020-02-14,0.27327229999999997,0.2872694,0.26712430000000004,0.28293100000000004
Anti Poverty Index,2020-02-13,0.2721094,0.28674249999999996,0.2623069,0.27336859999999996
Anti Poverty Index,2020-02-12,0.2594511,0.28002130000000003,0.2568768,0.27197750000000004
Anti Poverty Index,2020-02-11,0.24780060000000007,0.2603384,0.2421007,0.2594284
Anti Poverty Index,2020-02-10,0.250731,0.25534850000000003,0.23729020000000003,0.24778280000000003
Anti Poverty Index,2020-02-09,0.2514463,0.25990779999999997,0.23926820000000004,0.25076469999999995
Anti Poverty Index,2020-02-08,0.2591093,0.2650304,0.24121860000000003,0.2514537
Anti Poverty Index,2020-02-07,0.2547508,0.2668616,0.25204290000000007,0.2590172
Anti Poverty Index,2020-02-06,0.24289040000000003,0.2616497,0.2376924,0.25433330000000004
Anti Poverty Index,2020-02-05,0.2363875,0.246037,0.23245110000000005,0.2429763
Anti Poverty Index,2020-02-04,0.2323233,0.23923640000000004,0.22316820000000004,0.23639150000000003
Anti Poverty Index,2020-02-03,0.2331779,0.2403096,0.2258552,0.23240570000000002
Anti Poverty Index,2020-02-02,0.23221540000000002,0.2481336,0.2239437,0.2332259
Anti Poverty Index,2020-02-01,0.22949400000000003,0.24660120000000005,0.22699780000000003,0.23196750000000005
Anti Poverty Index,2020-01-31,0.2319151,0.239123,0.22054670000000004,0.22933350000000002
Anti Poverty Index,2020-01-30,0.21376340000000002,0.2355604,0.20817800000000003,0.23213720000000004
Anti Poverty Index,2020-01-29,0.21261259999999998,0.2192027,0.20885450000000003,0.21390660000000003
Anti Poverty Index,2020-01-28,0.2072123,0.2174077,0.2021038,0.21253310000000003
Anti Poverty Index,2020-01-27,0.20209610000000003,0.21452,0.1984502,0.2076322
Anti Poverty Index,2020-01-26,0.192057,0.20577330000000002,0.19000970000000003,0.20205220000000002
Anti Poverty Index,2020-01-25,0.1958399,0.19651690000000002,0.18925170000000005,0.19203710000000004
Anti Poverty Index,2020-01-24,0.19467800000000002,0.2017332,0.1878161,0.1958431
Anti Poverty Index,2020-01-23,0.21094030000000003,0.21165070000000002,0.19137839999999998,0.1944406
Anti Poverty Index,2020-01-22,0.21484180000000003,0.2305641,0.20648350000000004,0.21090850000000003
Anti Poverty Index,2020-01-21,0.2112881,0.2193013,0.20792890000000006,0.21473730000000002
Anti Poverty Index,2020-01-20,0.21904300000000002,0.2243635,0.2072698,0.21138210000000002
Anti Poverty Index,2020-01-19,0.2295474,0.23764960000000002,0.2140474,0.21904389999999999
Anti Poverty Index,2020-01-18,0.23776150000000001,0.25315570000000004,0.22476390000000004,0.2296197
Anti Poverty Index,2020-01-17,0.20949360000000003,0.2419144,0.20378300000000002,0.2378962
Anti Poverty Index,2020-01-16,0.2187519,0.22080600000000006,0.20540960000000003,0.21023280000000003
Anti Poverty Index,2020-01-15,0.20436870000000001,0.23039300000000001,0.19800770000000004,0.21889360000000002
Anti Poverty Index,2020-01-14,0.1936991,0.2136603,0.18944809999999998,0.20416100000000004
Anti Poverty Index,2020-01-13,0.187728,0.19867980000000002,0.1770996,0.19351200000000002
Anti Poverty Index,2020-01-12,0.17785289999999998,0.19185530000000003,0.1757558,0.1873005
Anti Poverty Index,2020-01-11,0.1762474,0.186532,0.17234789999999997,0.1779036
Anti Poverty Index,2020-01-10,0.1607173,0.1772241,0.1559535,0.17586609999999997
Anti Poverty Index,2020-01-09,0.1615849,0.16539630000000002,0.156053,0.16098510000000002
Anti Poverty Index,2020-01-08,0.16599710000000004,0.17010219999999998,0.1582079,0.1619982
Anti Poverty Index,2020-01-07,0.16787610000000003,0.1720265,0.1629609,0.16579100000000002
Anti Poverty Index,2020-01-06,0.16207150000000003,0.1713174,0.1608608,0.16781870000000002
Anti Poverty Index,2020-01-05,0.16304369999999999,0.1689444,0.15995070000000003,0.16195110000000001
Anti Poverty Index,2020-01-04,0.1630318,0.16790700000000003,0.1586544,0.163103
Anti Poverty Index,2020-01-03,0.1542165,0.16657340000000004,0.15108529999999998,0.1628099
Anti Poverty Index,2020-01-02,0.15522520000000004,0.1611926,0.14754290000000006,0.1541604
Anti Poverty Index,2020-01-01,0.1523653,0.1566927,0.15093499999999999,0.15521580000000001
Anti Poverty Index,2019-12-31,0.1569027,0.15808039999999995,0.1509511,0.15243060000000003
Anti Poverty Index,2019-12-30,0.15986830000000002,0.1627289,0.1555163,0.1569549
Anti Poverty Index,2019-12-29,0.15619320000000003,0.1630783,0.15504130000000002,0.1598066
Anti Poverty Index,2019-12-28,0.1577888,0.159661,0.15500580000000003,0.1561973
Anti Poverty Index,2019-12-27,0.1535211,0.1595652,0.15214540000000004,0.15778029999999998
Anti Poverty Index,2019-12-26,0.15319670000000002,0.15935429999999998,0.1507002,0.1534972
Anti Poverty Index,2019-12-25,0.1568363,0.15769950000000002,0.15161960000000002,0.15312589999999998
Anti Poverty Index,2019-12-24,0.1557051,0.16116730000000004,0.1528202,0.15726449999999997
Anti Poverty Index,2019-12-23,0.1621321,0.16583799999999999,0.1542662,0.155653
Anti Poverty Index,2019-12-22,0.1604381,0.1638784,0.157642,0.1622821
Anti Poverty Index,2019-12-21,0.1619976,0.16286,0.15850710000000004,0.15992320000000004
Anti Poverty Index,2019-12-20,0.1593632,0.1643422,0.1563628,0.1619854
Anti Poverty Index,2019-12-19,0.1639552,0.1662887,0.15434730000000002,0.15935880000000002
Anti Poverty Index,2019-12-18,0.14967860000000002,0.16583900000000001,0.1467155,0.1639623
Anti Poverty Index,2019-12-17,0.16245319999999996,0.16549429999999998,0.14758590000000005,0.1497009
Anti Poverty Index,2019-12-16,0.17153130000000003,0.1739099,0.1589227,0.1627274
Anti Poverty Index,2019-12-15,0.17075900000000002,0.17318039999999996,0.1647788,0.17157600000000003
Anti Poverty Index,2019-12-14,0.17445210000000005,0.17762630000000001,0.16862829999999998,0.17091450000000002
Anti Poverty Index,2019-12-13,0.1741851,0.18059789999999998,0.17077949999999997,0.17451240000000004
Anti Poverty Index,2019-12-12,0.1742836,0.17927440000000003,0.1687259,0.17444410000000005
Anti Poverty Index,2019-12-11,0.17555959999999998,0.1794049,0.1717209,0.17430440000000003
Anti Poverty Index,2019-12-10,0.1800948,0.182498,0.16999599999999998,0.1754401
Anti Poverty Index,2019-12-09,0.18223630000000002,0.18963099999999997,0.17811880000000002,0.1800835
Anti Poverty Index,2019-12-08,0.18272090000000002,0.18572550000000002,0.1795102,0.18263020000000005
Anti Poverty Index,2019-12-07,0.1832057,0.18818630000000003,0.18090840000000002,0.18256900000000004
Anti Poverty Index,2019-12-06,0.17919300000000002,0.18509750000000003,0.1767009,0.18289440000000004
Anti Poverty Index,2019-12-05,0.1765698,0.18255790000000002,0.17332360000000002,0.17923019999999998
Anti Poverty Index,2019-12-04,0.18127420000000002,0.1845466,0.1739549,0.1766537
Anti Poverty Index,2019-12-03,0.1813381,0.18854010000000002,0.1762306,0.18128139999999998
Anti Poverty Index,2019-12-02,0.18408980000000003,0.1890776,0.17753280000000002,0.18133169999999998
Anti Poverty Index,2019-12-01,0.18993720000000003,0.19537060000000003,0.1768576,0.18400210000000006
Anti Poverty Index,2019-11-30,0.19677120000000003,0.20008000000000004,0.1866692,0.18999020000000003
Anti Poverty Index,2019-11-29,0.19068480000000002,0.2004093,0.18953699999999998,0.1965876
Anti Poverty Index,2019-11-28,0.1901896,0.1975149,0.1873918,0.19052819999999998
Anti Poverty Index,2019-11-27,0.1845196,0.19405750000000002,0.17700910000000003,0.19000810000000004
Anti Poverty Index,2019-11-26,0.17836620000000003,0.18852560000000002,0.1779329,0.1858633
Anti Poverty Index,2019-11-25,0.17811200000000002,0.1867533,0.1632898,0.1783791
Anti Poverty Index,2019-11-24,0.1922082,0.1941067,0.17740360000000002,0.17816980000000002
Anti Poverty Index,2019-11-23,0.1851083,0.19458430000000002,0.18019770000000002,0.1923915
Anti Poverty Index,2019-11-22,0.19282830000000004,0.1961379,0.1717719,0.1851807
Anti Poverty Index,2019-11-21,0.2096287,0.21239750000000002,0.18875150000000002,0.1928226
Anti Poverty Index,2019-11-20,0.21172300000000005,0.21921770000000002,0.20655779999999999,0.20988740000000003
Anti Poverty Index,2019-11-19,0.21889240000000001,0.22359140000000002,0.2055327,0.21169360000000004
Anti Poverty Index,2019-11-18,0.2341723,0.23659090000000002,0.21288059999999998,0.21898069999999997
Anti Poverty Index,2019-11-17,0.23455020000000001,0.2411004,0.22681269999999998,0.23400939999999998
Anti Poverty Index,2019-11-16,0.22958640000000002,0.2407486,0.22667110000000001,0.23455600000000001
Anti Poverty Index,2019-11-15,0.2351082,0.24235590000000004,0.2258598,0.2295995
Anti Poverty Index,2019-11-14,0.23393900000000004,0.24022930000000003,0.22628330000000005,0.235438
Anti Poverty Index,2019-11-13,0.22954190000000005,0.23700100000000002,0.2269961,0.2335963
Anti Poverty Index,2019-11-12,0.232259,0.23742290000000005,0.22620169999999998,0.2296043
Anti Poverty Index,2019-11-11,0.24045370000000002,0.24514200000000003,0.2264719,0.23171820000000004
Anti Poverty Index,2019-11-10,0.2342784,0.2447021,0.230611,0.24012419999999998
Anti Poverty Index,2019-11-09,0.22724600000000003,0.23650470000000004,0.22547930000000002,0.2335291
Anti Poverty Index,2019-11-08,0.2380661,0.2414017,0.22255360000000002,0.2276197
Anti Poverty Index,2019-11-07,0.2456044,0.24849430000000003,0.2314424,0.2370929
Anti Poverty Index,2019-11-06,0.2408288,0.25701660000000004,0.23671380000000003,0.24526810000000004
Anti Poverty Index,2019-11-05,0.2340904,0.24692980000000003,0.2289382,0.24047820000000003
Anti Poverty Index,2019-11-04,0.23299599999999998,0.2383472,0.22735499999999997,0.2339894
Anti Poverty Index,2019-11-03,0.2382999,0.2409635,0.22734110000000002,0.23349640000000002
Anti Poverty Index,2019-11-02,0.2376347,0.2448533,0.23157380000000002,0.2375477
Anti Poverty Index,2019-11-01,0.23079050000000004,0.24473860000000003,0.22538910000000004,0.2378103
Anti Poverty Index,2019-10-31,0.2338896,0.24003480000000002,0.22212289999999998,0.2313018
Anti Poverty Index,2019-10-30,0.24379530000000002,0.2443339,0.22515270000000004,0.2344583
Anti Poverty Index,2019-10-29,0.24226430000000002,0.2557109,0.23561590000000004,0.24383190000000002
Anti Poverty Index,2019-10-28,0.24707070000000003,0.2642068,0.22689040000000002,0.24225700000000003
Anti Poverty Index,2019-10-27,0.22408720000000004,0.256938,0.21717530000000004,0.2470096
Anti Poverty Index,2019-10-26,0.2352873,0.24930930000000004,0.21656360000000002,0.22378109999999998
Anti Poverty Index,2019-10-25,0.2062292,0.2385688,0.2001913,0.2357447
Anti Poverty Index,2019-10-24,0.19964880000000002,0.21045620000000004,0.194969,0.20617860000000002
Anti Poverty Index,2019-10-23,0.21885,0.2218473,0.19429590000000002,0.19960830000000002
Anti Poverty Index,2019-10-22,0.22639670000000003,0.23106490000000002,0.2154888,0.218982
Anti Poverty Index,2019-10-21,0.2239577,0.23223330000000003,0.2201447,0.22647140000000002
Anti Poverty Index,2019-10-20,0.22059500000000004,0.23021940000000002,0.21606990000000004,0.22390289999999996
Anti Poverty Index,2019-10-19,0.2235702,0.2283404,0.21492659999999997,0.22033930000000002
Anti Poverty Index,2019-10-18,0.2335579,0.23962510000000004,0.2199023,0.22351690000000002
Anti Poverty Index,2019-10-17,0.2297674,0.2401044,0.22175090000000003,0.23356750000000004
Anti Poverty Index,2019-10-16,0.23399480000000003,0.24077780000000001,0.22025490000000003,0.2292439
Anti Poverty Index,2019-10-15,0.28164140000000004,0.28881400000000007,0.23033870000000004,0.23318450000000002
Anti Poverty Index,2019-10-14,0.2583979,0.29681230000000003,0.2516887,0.282161
Anti Poverty Index,2019-10-13,0.26439890000000005,0.2756636,0.2559562,0.25841790000000003
Anti Poverty Index,2019-10-12,0.25251239999999997,0.27723780000000003,0.24569910000000003,0.26560999999999996
Anti Poverty Index,2019-10-11,0.2516866,0.2852069,0.23294800000000002,0.2531533
Anti Poverty Index,2019-10-10,0.2634337,0.2790692,0.24099940000000003,0.25131370000000003
Anti Poverty Index,2019-10-09,0.2433179,0.2905509,0.2360324,0.263722
Anti Poverty Index,2019-10-08,0.24537610000000007,0.2525252,0.23013660000000002,0.2432945
Anti Poverty Index,2019-10-07,0.2541037,0.2757538,0.2344454,0.2448489
Anti Poverty Index,2019-10-06,0.25818860000000005,0.2662608,0.24561100000000002,0.2540880000000001
Anti Poverty Index,2019-10-05,0.2418453,0.2664369,0.2369469,0.2582695
Anti Poverty Index,2019-10-04,0.23866849999999998,0.2503643,0.2322825,0.2419253
Anti Poverty Index,2019-10-03,0.23537510000000006,0.2489372,0.22955200000000003,0.2391099
Anti Poverty Index,2019-10-02,0.2356637,0.2536927,0.22850900000000002,0.23563240000000002
Anti Poverty Index,2019-10-01,0.24807129999999997,0.261502,0.22836540000000002,0.235673
Anti Poverty Index,2019-09-30,0.2165704,0.2606072,0.2079776,0.24816190000000002
Anti Poverty Index,2019-09-29,0.21026679999999998,0.2252334,0.199938,0.2164548
Anti Poverty Index,2019-09-28,0.21043480000000003,0.2165781,0.20599490000000004,0.2102448
Anti Poverty Index,2019-09-27,0.21402600000000002,0.2217861,0.19720660000000004,0.2102685
Anti Poverty Index,2019-09-26,0.19841200000000003,0.22485880000000003,0.18800129999999998,0.21399569999999998
Anti Poverty Index,2019-09-25,0.18906679999999998,0.20561569999999998,0.183123,0.19838910000000004
Anti Poverty Index,2019-09-24,0.2275465,0.23267620000000003,0.1798007,0.18902470000000002
Anti Poverty Index,2019-09-23,0.24127120000000002,0.24577800000000005,0.22519350000000002,0.2280435
Anti Poverty Index,2019-09-22,0.24633070000000004,0.2523108,0.23493660000000002,0.24137250000000005
Anti Poverty Index,2019-09-21,0.247476,0.2533176,0.24064810000000003,0.24626610000000002
Anti Poverty Index,2019-09-20,0.2487289,0.2539291,0.2413672,0.248018
Anti Poverty Index,2019-09-19,0.25525539999999997,0.2600878,0.23693070000000005,0.24885549999999998
Anti Poverty Index,2019-09-18,0.24291660000000004,0.2622587,0.23874600000000004,0.25512880000000004
Anti Poverty Index,2019-09-17,0.23183540000000002,0.2496231,0.2302073,0.24296170000000003
Anti Poverty Index,2019-09-16,0.2338066,0.2383753,0.22656810000000002,0.23182270000000002
Anti Poverty Index,2019-09-15,0.2332225,0.2367172,0.22880040000000001,0.2339247
Anti Poverty Index,2019-09-14,0.22963130000000004,0.23725190000000002,0.22809800000000002,0.23322020000000002
Anti Poverty Index,2019-09-13,0.23194290000000006,0.24240130000000004,0.22275200000000003,0.23070870000000004
Anti Poverty Index,2019-09-12,0.2601936,0.26996499999999996,0.22396190000000002,0.23258589999999998
Anti Poverty Index,2019-09-11,0.25442400000000004,0.2857593000000001,0.24158790000000002,0.26002000000000003
Anti Poverty Index,2019-09-10,0.23649080000000003,0.2710695,0.23358730000000003,0.2543608
Anti Poverty Index,2019-09-09,0.2327699,0.24189990000000003,0.22268240000000006,0.23650440000000003
Anti Poverty Index,2019-09-08,0.229887,0.2394931,0.22401730000000003,0.2327539
Anti Poverty Index,2019-09-07,0.22034299999999998,0.2330363,0.2161122,0.22963410000000004
Anti Poverty Index,2019-09-06,0.22864090000000004,0.23205030000000004,0.2165725,0.22037430000000002
Anti Poverty Index,2019-09-05,0.2307276,0.23737260000000002,0.22337070000000006,0.22864040000000002
Anti Poverty Index,2019-09-04,0.23265190000000005,0.24364660000000002,0.22504710000000003,0.23075220000000005
Anti Poverty Index,2019-09-03,0.237495,0.24088900000000002,0.2300598,0.2326485
Anti Poverty Index,2019-09-02,0.23959660000000002,0.24760050000000003,0.2286652,0.2373608
Anti Poverty Index,2019-09-01,0.24044320000000005,0.24785540000000003,0.23540930000000002,0.23955600000000002
Anti Poverty Index,2019-08-31,0.2380333,0.2448079,0.23393460000000002,0.240425
Anti Poverty Index,2019-08-30,0.2325681,0.24285710000000002,0.2298908,0.23788790000000004
Anti Poverty Index,2019-08-29,0.2420824,0.242597,0.22581100000000004,0.23255810000000002
Anti Poverty Index,2019-08-28,0.2574396,0.26417270000000004,0.2395112,0.24111670000000002
Anti Poverty Index,2019-08-27,0.2675495,0.2739659000000001,0.25284,0.25855320000000004
Anti Poverty Index,2019-08-26,0.26092590000000004,0.2842597,0.2515893,0.2675846
Anti Poverty Index,2019-08-25,0.2623903,0.27142240000000006,0.2547054,0.2611461
Anti Poverty Index,2019-08-24,0.261226,0.2674581,0.2539706,0.26239110000000004
Anti Poverty Index,2019-08-23,0.2605375,0.271935,0.2560328,0.2611546
Anti Poverty Index,2019-08-22,0.2657354,0.27607580000000004,0.2485215,0.2605362
Anti Poverty Index,2019-08-21,0.259218,0.2832297,0.2403368,0.2657395
Anti Poverty Index,2019-08-20,0.25003129999999996,0.26774509999999996,0.24117090000000002,0.2592071
Anti Poverty Index,2019-08-19,0.2509979,0.2566743,0.2435481,0.25002789999999997
Anti Poverty Index,2019-08-18,0.24316710000000002,0.2554262,0.2400806,0.2508798
Anti Poverty Index,2019-08-17,0.240309,0.2489444,0.2333629,0.2433437
Anti Poverty Index,2019-08-16,0.2424616,0.2472716,0.23274689999999998,0.2398505
Anti Poverty Index,2019-08-15,0.2370157,0.2489808,0.22403940000000003,0.24259780000000003
Anti Poverty Index,2019-08-14,0.2715144,0.2759321,0.23171900000000004,0.2367907
Anti Poverty Index,2019-08-13,0.27772959999999997,0.2810395,0.26256830000000003,0.27475869999999997
Anti Poverty Index,2019-08-12,0.2791462,0.28416939999999996,0.26950560000000007,0.27681399999999995
Anti Poverty Index,2019-08-11,0.2687141,0.2845047,0.26507410000000003,0.2787506
Anti Poverty Index,2019-08-10,0.2718461,0.2805959,0.25912100000000005,0.26770010000000005
Anti Poverty Index,2019-08-09,0.2805451,0.29660689999999995,0.26469610000000005,0.2718432
Anti Poverty Index,2019-08-08,0.2849395,0.2955991,0.2747728,0.28093680000000004
